Date,Open,High,Low,Close,Volume
2005-02-25,92.97508341868458,94.51477620314549,90.46368457299884,91.25452646328243,288150
2005-02-28,91.11411715498429,94.17283041719655,89.84475899786965,91.99299304327783,150939
2005-03-01,92.55973948619132,92.3049080355054,91.71591020661074,92.1643613244678,372584
2005-03-02,91.72423616111489,96.71320612815165,89.1470699241802,92.04871304207957,607267
2005-03-03,91.2560724610304,95.00278940432382,91.02573846017557,91.74760934649028,798728
2005-03-04,88.75703355772912,90.63881637020327,86.62488974043694,90.26908735612285,542347
2005-03-07,89.0074762809329,93.99622692899999,86.81378472817299,89.54924314772813,495395
2005-03-08,88.84631170792038,91.19291016393102,88.69526705771173,89.08860437676836,862032
2005-03-09,89.56692162300634,91.3437493222772,89.03177480089171,90.14572660298727,201427
2005-03-10,91.16429584554172,90.71937956884847,88.3433200210074,90.48934489255574,105665
2005-03-11,90.39780585033448,92.450415113441,86.75392832377923,88.72630473719299,206517
2005-03-14,88.9796222483307,93.89699407195461,84.92242472834532,89.0503887065878,608556
2005-03-15,89.17699006668282,89.59187414280689,85.52652887541349,88.66530642617147,627678
2005-03-16,89.22754379165052,90.07295781324557,83.55465756548932,87.98838442586552,894791
2005-03-17,87.53033212730163,89.78761088192519,85.84342097583693,88.60006071470639,846533
2005-03-18,91.40397055470748,92.49341007521096,88.05783698121695,89.63106023720233,436744
2005-03-21,89.24300864040154,94.9188232308018,90.40336500526932,90.56234035631853,232853
2005-03-22,89.72189797530298,90.37660983349916,88.66717961230633,89.7231228330959,810378
2005-03-23,90.08813060426183,90.90496098349924,88.12720950295108,89.41391045724468,752854
2005-03-24,91.2907267116103,90.5684699975829,89.2896318718781,89.74517388864824,565835
2005-03-25,90.71046840548046,91.86409038408743,88.07052503214615,90.7207190157706,388116
2005-03-28,90.34488053634715,90.89119353725015,87.05230112843329,90.24154477792531,190743
2005-03-29,91.68617029596096,93.22904345117134,89.80376332231444,90.0558858012615,511201
2005-03-30,87.44591473090917,89.1670526182712,87.22348540442438,88.94955082725546,814154
2005-03-31,86.74695085513176,91.39825252669557,87.61629248912156,87.7533442031748,462311
2005-04-01,87.34114890809285,89.276493062267,84.92209047841743,88.565870025569,418629
2005-04-04,88.83735738126619,91.25550094746883,87.42636174777573,89.92211005413982,461169
2005-04-05,88.92568443339252,91.57650243523123,86.3899008452669,89.85009993255949,434922
2005-04-06,92.08642123399794,92.75889474824243,87.75863678626246,90.85363283045152,328997
2005-04-07,92.7354945513301,92.07988864275522,86.94438559834408,91.21526885549915,701352
2005-04-08,90.95070261402938,93.01421207995507,86.1807580500872,90.57014910089401,673682
2005-04-11,91.91198184801095,95.40537415950087,88.1343341242421,90.93154470640243,815352
2005-04-12,93.28705972930435,94.76321178623165,90.15871090332476,92.4695812728684,696729
2005-04-13,92.43552034503969,92.57302203651766,87.47826795603487,92.43375523375845,170174
2005-04-14,94.92511724747368,95.81540748044105,93.03337303108766,93.99839888957246,989108
2005-04-15,92.13587562010675,93.39436508357862,88.1816318256944,91.37865378548271,153797
2005-04-18,92.8469664890041,93.61728453027128,89.10041677080424,92.20055628985793,613331
2005-04-19,92.37704828241293,93.76746894171873,87.50306803999544,92.2876033580961,944178
2005-04-20,92.17596087481927,92.9832249954483,91.51717338585885,91.98859600763024,786729
2005-04-21,91.91078080978694,96.86373875295261,87.34186033947759,92.08035678416574,937037
2005-04-22,88.33294210830945,92.7400084590062,86.27214542223322,90.09278786956484,518788
2005-04-25,89.80917987370847,92.5569198521411,89.22762986478402,89.87311598172734,516082
2005-04-26,90.28410093157646,92.35824606244205,89.25377746451944,90.23022855323909,156060
2005-04-27,90.81402406496812,94.79271897570537,90.33098535119184,91.7081225979806,515169
2005-04-28,90.7105832870787,93.30618733340293,87.80434277511512,91.18985237970695,586478
2005-04-29,91.08233790648448,93.82618043626904,86.63879202863082,90.38135877681377,409285
2005-05-02,90.75631136012215,90.32066507093327,86.19417698660692,89.87960173322922,997341
2005-05-03,89.13460103163773,90.94340464349938,87.53226482044217,90.7950038509313,607207
2005-05-04,90.427797934802,93.93588723130046,90.45326913273422,91.12375496059099,627789
2005-05-05,91.39017772122071,94.26447405710596,90.37937679088718,90.59399475682395,953154
2005-05-06,89.8424008265187,94.45233218325527,89.72074824209808,91.1072621899373,723973
2005-05-09,91.07393977323629,93.19755645927943,88.20142896931839,91.20433973928534,409162
2005-05-10,90.92779606324099,92.18906859641702,90.40721501859424,92.17298472981824,688415
2005-05-11,90.58154259538634,92.07497536501464,87.22183343790519,91.47093163594087,287037
2005-05-12,91.49604603474148,93.10342295309887,87.03768244342167,91.14326948934311,159198
2005-05-13,91.37872056048167,94.07294461859313,89.66149783546254,90.75116133621096,511504
2005-05-16,90.33536892415299,90.8478720276487,85.9922285601339,89.28764638807883,865522
2005-05-17,92.38034595648028,92.24176361882961,85.43229996092381,89.58376666514341,323132
2005-05-18,89.65526728665861,90.72244627694663,85.34468102537741,89.8448219373233,374369
2005-05-19,89.7113571006784,90.6977619168292,87.71266808361848,89.84993539396577,587899
2005-05-20,90.89590100366846,93.32921631925204,85.07875486449399,89.61534826059061,603239
2005-05-23,89.32616620081936,90.3919548426013,84.4961976548114,88.1999775185402,232824
2005-05-24,88.32395332510336,92.52451107563704,86.29642533385604,87.77933219577484,781673
2005-05-25,87.05138912248998,88.49312823658951,85.729357554268,87.43661767924807,355765
2005-05-26,87.37551208149468,88.8731507947995,85.93981808857096,86.63434041002645,593474
2005-05-27,85.88406071103864,87.41448738188038,84.57733317847872,86.47305469836044,226889
2005-05-30,86.21754939942238,88.15687850744102,85.05649550685544,86.87710555517498,973623
2005-05-31,89.04035294941247,91.96358179700437,85.6417373417746,88.7632914563855,460985
2005-06-01,91.00676024473628,93.4860198948375,87.40372166051061,88.93786926921734,681022
2005-06-02,88.91122137436892,89.83755092806469,87.09079853384674,89.19541965994011,118774
2005-06-03,89.17964915689868,89.76890056000633,88.46331756690006,89.12097374417394,781725
2005-06-06,85.62607893009054,91.96452513641316,83.54566038232481,87.2022025288749,214049
2005-06-07,86.27056192339454,90.85706964823527,86.97206360212286,87.17568865342568,961350
2005-06-08,87.59957049205319,88.80003629063134,83.49326368152211,87.23591886336672,726528
2005-06-09,90.17802250677506,91.73382582388625,88.80875861599809,89.699160975852,707703
2005-06-10,91.44714827530686,93.45128947127402,84.60169806038014,89.50680001107088,290603
2005-06-13,88.76141906628601,93.30245440736866,84.86419297073671,89.80834735340449,787332
2005-06-14,89.91127860035867,92.82121412274601,84.80400025632312,89.77363558369925,663272
2005-06-15,88.15134651039665,92.9285459135211,88.5397693190493,88.60495754607972,383051
2005-06-16,90.03218149544564,91.30982634535609,88.66302244536686,89.74778036059473,627658
2005-06-17,89.96445496436438,91.5559943250534,87.73198347269766,90.49971339328151,822155
2005-06-20,89.55682695798181,93.33966588486135,87.62068296057392,91.29074534032455,236898
2005-06-21,91.02308974931036,90.41870404455675,86.30277459831562,90.38135788552981,153227
2005-06-22,91.04205944583917,94.3205840163283,91.1070223664608,91.78415219646591,332406
2005-06-23,90.14847157982119,92.20846107978487,86.10354367865648,90.38230113367364,366839
2005-06-24,91.03681501718565,91.62881333203981,87.47431682376775,90.96915822747391,919296
2005-06-27,93.1339316314332,97.53704312156079,91.71038212134971,93.15961385328389,964733
2005-06-28,89.19914098898198,93.14115129955864,92.12719736221581,92.1690775281532,752965
2005-06-29,90.00994012511597,95.13260158934064,87.03649344931871,91.60277979855042,342685
2005-06-30,91.42513420569121,95.23104516431549,90.71141018954224,91.70243116363807,161930
2005-07-01,93.50252402205119,91.41190561145314,89.37629447467502,91.19895550952187,853601
2005-07-04,88.71512102943984,91.78649928242037,85.39765288828009,89.64829207845574,420807
2005-07-05,89.34281124023994,92.09873203293223,86.40051714840635,89.71685505326175,153653
2005-07-06,89.99972869846388,92.74216512268237,87.99177787277169,88.65455133953566,584042
2005-07-07,89.83236762412514,92.25035649479774,84.23163099846845,89.12814377017084,184414
2005-07-08,88.63219965484588,88.52533448186827,86.6117359918611,88.20871953593704,890475
2005-07-11,89.87994792872891,92.00250439118942,86.78482123860681,89.75865394095457,900018
2005-07-12,87.07191561627047,90.47967390765199,85.8347416125821,88.97540064861833,563891
2005-07-13,87.07331501861019,89.50807874702198,85.81509761139645,88.65333913241265,394774
2005-07-14,88.55140310878308,90.84707078963947,86.56949789241067,89.46685634978233,542952
2005-07-15,87.83684296007256,92.43710219950795,87.02295868752431,88.23599203334837,671818
2005-07-18,89.6701933203958,91.56344287945633,83.66350057342083,88.46345196795251,346713
2005-07-19,89.8029633731378,91.94771348991243,87.33259644235117,89.77059472223493,365041
2005-07-20,87.52673883376728,91.765548047218,87.46143400003399,88.1631114876737,336904
2005-07-21,88.06704290808456,93.18885762681184,84.10008391688109,88.34774534620601,364174
2005-07-22,89.98212179467362,93.24345469247584,87.87201930624067,88.60762814045444,443349
2005-07-25,89.5170265399533,89.87372767630677,85.07689512087327,89.38945101223175,837873
2005-07-26,88.82002270204707,89.81389666928227,85.35179247350229,88.15250030135365,331207
2005-07-27,86.34794358449089,88.39768092314674,86.61252058559528,86.83204368826938,616451
2005-07-28,85.42645742914574,90.12322119770616,86.74046928605715,87.35398525388628,929068
2005-07-29,88.30499063386074,88.10303704214024,82.93338689255967,87.65096992711946,434279
2005-08-01,88.22423661631312,92.51005517077284,87.26176457290622,87.90146277746534,132879
2005-08-02,89.21540905077974,92.16055052374715,85.31434390786558,88.24791098696232,229770
2005-08-03,87.65197972666351,88.18172658775083,85.99849804845712,87.56788626538383,718134
2005-08-04,90.22003031370048,89.07148253365905,83.81382634954164,87.80013996254483,661526
2005-08-05,87.15125623027487,88.8085304372471,84.12149305247353,88.09321243584351,441306
2005-08-08,86.29149857560951,89.76714036449528,83.39184058104725,87.37886101781714,256492
2005-08-09,89.06109369575944,93.69524526217212,88.20684722855188,89.2446355289619,462621
2005-08-10,89.4234559031582,92.94160284786224,86.16256400760122,89.71846844987368,758438
2005-08-11,88.33205651661905,91.55479790480462,88.0705628756281,88.52716495267104,487633
2005-08-12,89.08548981303386,89.55617516594461,88.80065470109798,89.18371856130487,429063
2005-08-15,87.88765470423749,92.74050927171066,86.16466306099383,88.20903689107755,139489
2005-08-16,88.45100928070114,90.39990373107945,86.00978624847814,88.99612149482,890402
2005-08-17,89.16407633414434,94.65538919769179,88.58906876328984,90.1547170738274,804873
2005-08-18,89.89012414355398,91.60416999136257,87.80750660598889,89.3340347554757,135579
2005-08-19,91.48916874816749,92.94131094498796,89.92328288762675,90.29741088472001,807334
2005-08-22,94.00496059985909,93.73518910264647,89.73023743102404,90.71019181165651,879971
2005-08-23,91.90117025679619,92.97479969100462,88.48153807935073,91.53225197165101,343700
2005-08-24,94.55792421117853,97.60682392104869,90.02335702050172,93.42904495430494,900438
2005-08-25,93.40059115245013,97.97540385482996,88.64597325698638,93.18365683830208,703765
2005-08-26,93.13609118266169,93.84740852347555,90.55608914157276,92.4299206739446,737323
2005-08-29,91.46832213249472,91.54110888671765,90.35813583900597,91.54040624431906,572376
2005-08-30,90.43598418146925,93.35266048711976,87.12840540089452,90.72459595935362,723497
2005-08-31,90.41044794920178,93.61174089309085,87.28043430206286,90.64749424993953,583277
2005-09-01,92.88523703392173,91.30610082109243,89.61203427629778,90.98864622475617,740858
2005-09-02,93.04814190133277,94.62981189411128,87.42111123882201,91.2653370240862,329867
2005-09-05,91.25485469080385,93.55285100352975,91.08804535042636,92.0925202731222,492980
2005-09-06,92.60559251020024,96.89885611764427,90.3662550829996,92.10552216500011,244787
2005-09-07,93.29706507262098,97.46613059187756,92.33298860971117,93.55905624215744,802840
2005-09-08,95.08756805316744,93.65730676498276,90.04743112169712,93.29439940891947,353571
2005-09-09,94.82762474397498,100.78641365087758,93.55606232525022,96.0145685755091,227634
2005-09-12,97.77837988491386,97.77638001810188,92.97042923257493,96.6402359232741,927932
2005-09-13,95.88322569631643,99.77471454411506,95.2453508458066,95.78307836685782,332262
2005-09-14,92.85695880347245,97.9285873448338,93.4284823813695,94.71218586879671,899039
2005-09-15,97.11637707511781,97.87615653092148,92.7691292540568,95.19465828403989,876180
2005-09-16,93.24022646375116,99.63451340987547,94.68747154750343,94.97119549871404,671616
2005-09-19,94.66503314807856,98.71457276190208,92.0288367992432,95.68519599280613,444519
2005-09-20,94.91519220967231,100.45205067453355,94.7482183762493,96.15843361737967,461098
2005-09-21,97.38721932903678,100.2240953865784,93.06665627861784,96.08560470472281,191424
2005-09-22,94.62912644677779,98.59968734254043,90.73197596354487,95.2388109866544,609208
2005-09-23,92.56104464667054,96.17579860084783,92.45781077932958,93.72396376196853,415808
2005-09-26,93.89046413079258,93.76822640183896,89.5435886492489,93.27744880990151,605315
2005-09-27,93.02523842001544,94.90382181026825,90.96644038240376,94.13384760422498,840889
2005-09-28,94.81358018031008,97.01198275221809,93.44953386632035,94.34794134835519,534979
2005-09-29,93.46697148612388,94.76323390746136,89.43445491100879,93.1022025696432,557482
2005-09-30,93.52842329927884,94.31462093101561,92.9690671896105,93.27538349549438,682429
2005-10-03,91.71290585126755,98.49613435346515,91.06645115026919,93.66070087522323,791512
2005-10-04,93.9397040821973,97.06990054454586,92.18247866359526,92.77684343902209,792832
2005-10-05,94.39632238496968,95.08198919233877,89.49809007553235,92.93056854496761,263465
2005-10-06,93.93755956521096,97.3442248139834,91.46804542677808,92.98877726341361,552572
2005-10-07,92.60569584312715,92.14311592617352,87.81639541084392,91.845806965583,274872
2005-10-10,92.03169154096312,92.6997315389756,89.75609717266364,92.20359432593128,417023
2005-10-11,94.49133975389012,97.5045705247525,92.36173536285806,92.76437885229952,951907
2005-10-12,92.46215081932525,97.29142552392321,90.85741619692755,93.84743009547479,635542
2005-10-13,92.63285555842866,98.72278702059934,94.83605647325084,94.90123214750969,617176
2005-10-14,94.77135791287694,97.68801494713907,92.05449085643136,93.5235627795526,951066
2005-10-17,90.83225493213855,92.85185691232614,91.24119528141833,92.58573773963748,116102
2005-10-18,94.19972549753898,96.68986174380917,88.19808800011144,93.10077300684614,119029
2005-10-19,92.19544360888588,95.39855960790861,92.3953474541042,93.61455895775835,423122
2005-10-20,94.77069638278512,98.21961053172319,90.74601108850548,94.1296066440644,689027
2005-10-21,97.24254575776979,99.92078325602581,96.69664037133957,97.98233813471911,495269
2005-10-24,98.94676216827685,102.39129993617486,98.15585479667439,98.55322864541228,722901
2005-10-25,101.10012742451147,104.1952487294656,99.37447521192078,99.68879428559288,747952
2005-10-26,99.80521711276158,102.33924904459879,96.01207198549987,100.64279604908609,785977
2005-10-27,102.9510890798705,103.64101251103943,100.81141389547984,101.29418730039188,180727
2005-10-28,100.99633821432028,103.66603975083643,96.8217612877431,100.97891805575154,907816
2005-10-31,101.85449196270775,105.17709952874254,99.0200317728811,101.7378872762448,301729
2005-11-01,102.15120510338532,105.18558816875468,98.80472235070704,100.96506206170723,984499
2005-11-02,102.04155759737819,101.78019336080696,95.74321050503308,100.72824345496723,843002
2005-11-03,100.17722770283363,104.97107525356822,95.78777701317381,100.24287990713812,459173
2005-11-04,98.79175662125112,104.25266471262881,99.13148892943234,100.32475404652443,336273
2005-11-07,102.68962473008541,103.33708460908757,99.64480196090317,102.63941261319795,886394
2005-11-08,99.26762593747074,102.45134623678372,99.98208243113054,100.7721474206062,187414
2005-11-09,101.36996284143162,102.71522230858291,98.47034507378885,101.45840761098071,148373
2005-11-10,99.49411890368468,100.64080362949723,99.21627672622249,99.84569173979106,812151
2005-11-11,97.9314586374698,102.59742662298837,96.23723250236793,99.37375987400164,568558
2005-11-14,99.57816797471887,100.79167978220492,95.59973491735916,100.462710470969,633807
2005-11-15,101.80449880257063,103.52084433272542,97.61847272997818,100.52699049006446,527232
2005-11-16,99.12558885554503,103.58780743867952,98.82096366206439,99.44924571213515,977993
2005-11-17,98.27520788622562,100.5434147002289,94.73491148895873,98.73394200287518,523113
2005-11-18,99.95127765116189,101.8619082069544,97.75270195855813,99.41353975180986,745012
2005-11-21,100.3223849592894,99.40388656313195,98.21334851881129,98.68317312009272,839357
2005-11-22,98.31604899944942,102.50167930524147,95.62099306873807,98.8996317096747,976694
2005-11-23,100.11532565098794,103.48893390351598,94.79235813659322,98.94520354957851,358595
2005-11-24,98.29194278386082,101.95741450863834,95.87979322962428,98.2936032019727,610061
2005-11-25,102.36904708016961,101.05251049952399,95.77939107281112,100.43754729129802,949016
2005-11-28,102.13825509882616,102.79876829147643,97.65954446318904,101.07146631361603,106384
2005-11-29,98.68157047383326,99.91232067142845,95.92051106887116,99.04632372695842,279970
2005-11-30,99.50990580523653,102.17995319509645,97.46442438253324,99.23277804172785,747073
2005-12-01,97.76973340780619,102.18351186409649,97.01071164019635,98.57099157695946,662205
2005-12-02,99.58625523594566,104.29999411138434,98.00879735965235,99.42342491175569,577649
2005-12-05,97.80327746098095,101.14549019516807,93.84013052875864,98.63090417332299,106608
2005-12-06,97.82669390192837,101.70254892799181,95.26387248855524,98.51616773185609,339852
2005-12-07,100.19171162926656,99.55402916081901,96.05034441417709,99.02115501083655,380233
2005-12-08,100.11522023365522,100.66317755439188,98.2852213267558,99.88691020500667,928564
2005-12-09,99.04979964770749,99.84508702771076,96.91773691078929,98.68661379795088,577557
2005-12-12,97.85524192392788,98.62376406113998,96.95672046894444,98.35211256210994,502007
2005-12-13,97.5678421177849,99.91804824524098,97.09378303410077,97.87716725094899,852131
2005-12-14,96.86805795302,101.97979010868285,92.62401741529577,97.22383801837528,185424
2005-12-15,98.40012839702803,102.25388227066259,96.07740697417137,98.98929225865638,448079
2005-12-16,98.76697353985612,101.57443934065373,95.72814192210451,99.39427396961733,412792
2005-12-19,97.26834326579818,100.60278857091357,95.75751606945838,98.13339001528229,532690
2005-12-20,97.66984872760268,99.78437819574634,98.76646779008746,99.05125196233706,606391
2005-12-21,101.09773427446342,101.65711187071221,98.82379135791197,101.17340815934969,406221
2005-12-22,101.25395153188839,103.50102209475267,101.99433476562139,102.20587341990084,762131
2005-12-23,102.34702515446597,102.21898091027253,95.95526456632624,100.68650345394683,681146
2005-12-26,98.86451382942356,100.81650805379194,98.4880069808216,100.20226938108057,391422
2005-12-27,101.06514889638773,104.92621398487422,100.69923534757807,101.4691805302672,902670
2005-12-28,101.49558730121096,105.37739282151247,99.62648457887082,100.76151106464842,780370
2005-12-29,99.06377734882902,102.07725799533169,96.64919720324008,101.20533049279464,505107
2005-12-30,102.75398105661647,106.17061084391746,100.94387518248413,101.97996454622398,790451
2006-01-02,100.22845587950962,102.5446526249063,100.38793093265804,101.0530340746459,791023
2006-01-03,99.91242985200454,104.02799893697751,97.90694421173374,100.9935087185841,953499
2006-01-04,98.33720017653721,98.1957343017458,97.2813345830691,97.75224137851502,963326
2006-01-05,97.42683295350362,97.92435130611183,94.36768328061774,96.72785373718074,195942
2006-01-06,95.36923390175546,97.26568302310953,93.08302667322954,96.47528558578757,574257
2006-01-09,94.89226919827556,96.03389203976775,94.52603569135334,95.22750240382273,918055
2006-01-10,98.06814265348581,101.52724277781964,92.96475259014494,96.85991370775436,211258
2006-01-11,94.98579075661627,97.24898764684845,93.28596747536606,95.42977232979372,919981
2006-01-12,93.98547181779968,95.97014984282444,91.43139645926544,94.98972784309674,461873
2006-01-13,94.99600199835523,95.97693335413273,93.85314834100024,95.12046842038284,203232
2006-01-16,96.46828503940158,99.92639036698712,94.37744281607317,96.56174170944895,692375
2006-01-17,94.86712164826108,98.71832045391285,92.74383707623163,95.12587955826952,652350
2006-01-18,96.73790868858853,101.1878301014557,94.81043729411486,96.28904331042447,176051
2006-01-19,95.65514887908311,99.42967178460634,92.34355733057087,96.29927637144405,538597
2006-01-20,95.94819659215605,97.61179825463321,94.42965506648613,95.3177677203961,353183
2006-01-23,95.41034682823064,96.90060784665431,92.46398676368433,95.77987119465938,329932
2006-01-24,94.5389371921649,96.17560364533138,91.31696401522123,95.97893089023285,632992
2006-01-25,96.9678452149982,99.78264873258978,91.19007627673653,95.37871401307405,766770
2006-01-26,93.90695976083683,99.3927907490223,91.6279979784188,95.44851609806408,696262
2006-01-27,95.89151481502618,99.04403619841484,94.34921792618076,95.06320250120231,909334
2006-01-30,95.01539149635462,96.78698169236334,91.38236686818368,95.17671984645357,761146
2006-01-31,95.85953311366966,97.62680693042275,93.96583779950609,95.8388505209746,267991
2006-02-01,96.55282255335297,101.34309899710183,96.90808038710472,97.42486733711996,309807
2006-02-02,95.70120377409685,99.62488140726346,92.69799195995398,96.18705183829312,171629
2006-02-03,99.11617854118671,101.56812040511076,97.99015265684231,98.32008521294938,541569
2006-02-06,95.25915709691648,99.14147052514471,94.46137029744139,96.36799741342688,228518
2006-02-07,95.71332429927577,98.05802768691524,91.91723421465792,96.21621231839129,128691
2006-02-08,97.86103192859089,100.51082988806539,93.37172512304053,96.80452952487586,525118
2006-02-09,96.49943309548838,98.89006099993058,94.49919079678878,97.0855213926109,123118
2006-02-10,96.49155745137412,100.13633416333985,92.05040507238343,96.4628218727903,760376
2006-02-13,96.36513808402476,97.20682850371925,92.50744171664871,96.25469962243302,401421
2006-02-14,94.89136499639665,98.71398946199146,93.4128459710999,95.7616986877742,603808
2006-02-15,95.59592583879787,96.95894137153742,91.43682033173155,95.17233393082998,987696
2006-02-16,95.94859171914018,100.16482491914638,91.6059327690699,96.02193602785101,252399
2006-02-17,95.577748514634,98.97242468285357,95.66029835295015,96.37895151381606,977796
2006-02-20,96.3187249243538,98.80611667235367,94.68485414285327,95.6860419185554,797044
2006-02-21,96.73084836548918,97.00192749584889,92.95599614621543,96.58564179398866,314298
2006-02-22,96.82329858733378,99.36914069768464,96.04161162260385,96.89294131486527,477591
2006-02-23,97.39530974057922,101.60946251642734,96.87322759690883,97.70580343370422,711446
2006-02-24,96.8694020924511,102.63536681249394,95.05418634122377,98.33543227562784,769562
2006-02-27,97.3531756252822,101.11228557596847,94.82902543579246,97.50643726470577,444290
2006-02-28,94.7246854373771,99.03912258212128,93.16224592320158,96.9462562245088,291425
2006-03-01,98.43162036061632,98.98093108521935,96.09927409180317,97.69354982963206,549080
2006-03-02,97.14905282612665,100.24967701906787,95.26164382418274,98.30392009506552,584845
2006-03-03,98.82245872196891,101.09101469835699,93.79955651579019,98.28301850110137,656342
2006-03-06,96.99808929385983,98.4293489947208,93.88303749593602,98.40034588441016,273876
2006-03-07,98.38204051933546,104.23804797374939,96.41237167483222,99.67801078019858,563960
2006-03-08,98.34475311425972,100.80502890834873,98.96978242266266,99.08643939136275,959410
2006-03-09,101.49740625121676,103.61757236748898,96.99131176360785,99.63353677253279,579884
2006-03-10,98.99512493776669,102.10372140568613,99.09083118580875,99.4313441200989,358527
2006-03-13,100.88927227167646,102.52460680780908,94.26485765590569,99.21366291687167,827941
2006-03-14,100.77595433626738,104.10992804923437,95.32730392002372,100.31243976885887,149015
2006-03-15,100.87863374840792,102.57740561693237,100.55787652359214,101.1378561178469,631912
2006-03-16,102.12434289276132,104.98178114470066,99.6705498416574,101.95136575384753,445843
2006-03-17,103.59109379557546,107.0150718065744,98.95099648040546,103.25684456100186,440864
2006-03-20,103.721719639997,107.13248056045231,102.69746925825729,103.27784840263462,156215
2006-03-21,105.28503567499598,106.03981768006004,101.19843182004634,103.95980137392958,309157
2006-03-22,103.73608881953771,107.29211025604697,102.65114663683639,103.64953461733613,949071
2006-03-23,104.58724292632073,105.4832019547586,101.54533172608683,103.97370096982456,294963
2006-03-24,105.80101242131833,104.46488854592225,102.8320459480294,103.84355791545688,394117
2006-03-27,102.37165988335377,104.50515778952513,101.28906839365098,103.9405538804496,384235
2006-03-28,104.41991385584151,107.0642217967648,102.47784651399789,104.53571090588652,515042
2006-03-29,104.51863473179674,105.63379082733793,101.74817043996232,103.71749022265304,729521
2006-03-30,104.42379394130839,106.97212066685645,105.0080848499947,105.80987749833851,761780
2006-03-31,103.83322994559903,106.75975272689574,101.50486501426813,104.8038601168388,406914
2006-04-03,102.64929330919436,105.64888812936468,103.23841771007369,103.58967150405107,235103
2006-04-04,105.1308373019112,107.51564816510182,100.07846933837047,104.74778237755113,684356
2006-04-05,106.06529797265483,105.82905184435057,105.2442968825669,105.53944507151408,336818
2006-04-06,105.28132360592373,110.70366994920744,104.1059588573712,106.16356488856623,663416
2006-04-07,107.2203107849188,108.65291622242823,105.35801804955365,106.7919103978305,314839
2006-04-10,106.13114797987791,109.85655937923228,104.02116956401565,106.7796636249836,978781
2006-04-11,107.13821621426999,107.41441133062952,105.7578896355232,105.88240925349777,924039
